run_id,benchmark,method,noise_type,noise_rate,seed,bin_center,bin_acc,bin_conf,bin_count
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.5,0.4666666666666667,0.5169884966479408,90
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.5666666666666667,0.5863874345549738,0.5643943897716662,191
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.6333333333333333,0.5098039215686274,0.6331186966568816,204
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.7,0.5727272727272728,0.70140545937148,220
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.7666666666666666,0.6259842519685039,0.7686738120758627,254
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.8333333333333334,0.6137724550898204,0.8367950566514524,334
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.9,0.6579476861167002,0.9034537300017758,497
cifar10n_taskil__c10n_aggre__gate_conf__seed0,cifar10n_taskil,gate_conf,cifar10n:aggre,0.086,0,0.9666666666666667,0.8146417445482866,0.9881036977530269,3210
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.5,0.5531914893617021,0.5156075586663916,94
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.5666666666666667,0.485,0.5655895045399666,200
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.6333333333333333,0.5190476190476191,0.6334853711582366,210
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.7,0.5655430711610487,0.6995443688349777,267
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.7666666666666666,0.6162361623616236,0.7677354141794888,271
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.8333333333333334,0.6695906432748538,0.8362558180825752,342
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.9,0.6624087591240876,0.902227985597875,548
cifar10n_taskil__c10n_aggre__gate_conf__seed1,cifar10n_taskil,gate_conf,cifar10n:aggre,0.09,1,0.9666666666666667,0.8839634941329857,0.9881401328756103,3068
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.5,0.45054945054945056,0.5170589770589556,91
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.5666666666666667,0.5508021390374331,0.5663854451103006,187
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.6333333333333333,0.5357142857142857,0.6345834087352363,196
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.7,0.5727699530516432,0.7019601047318866,213
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.7666666666666666,0.6166666666666667,0.7680178108314674,240
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.8333333333333334,0.6716417910447762,0.8348588285161488,335
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.9,0.6787330316742082,0.9037948907500478,442
cifar10n_taskil__c10n_aggre__gate_conf__seed2,cifar10n_taskil,gate_conf,cifar10n:aggre,0.092,2,0.9666666666666667,0.8786407766990292,0.9883778001570586,3296
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.5,0.5,0.5171797457264691,82
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.5666666666666667,0.4756756756756757,0.5697086202131735,185
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.6333333333333333,0.5775401069518716,0.6347528278508926,187
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.7,0.5741626794258373,0.7001957719405872,209
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.7666666666666666,0.575,0.7678442940115928,240
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.8333333333333334,0.6033333333333334,0.8349730885028839,300
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.9,0.6615384615384615,0.903660493172132,520
cifar10n_taskil__c10n_aggre__gate_conf__seed3,cifar10n_taskil,gate_conf,cifar10n:aggre,0.089,3,0.9666666666666667,0.8260604211168752,0.9880639491992133,3277
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.5,0.4727272727272727,0.5154802073131908,110
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.5666666666666667,0.5586854460093896,0.5639949211492225,213
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.6333333333333333,0.5358649789029536,0.6350142631349684,237
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.7,0.5791505791505791,0.7015993613533992,259
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.7666666666666666,0.5953177257525084,0.767945151065903,299
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.8333333333333334,0.6149584487534626,0.8331152596962419,361
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.9,0.6793168880455408,0.9034314013070355,527
cifar10n_taskil__c10n_aggre__gate_conf__seed4,cifar10n_taskil,gate_conf,cifar10n:aggre,0.088,4,0.9666666666666667,0.8754175016700066,0.986580049028059,2994
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.5,0.3466666666666667,0.5160682733853658,75
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.5666666666666667,0.5,0.5675900401764138,172
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.6333333333333333,0.5555555555555556,0.6322506968345907,144
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.7,0.6134020618556701,0.7016513430580651,194
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.7666666666666666,0.6229508196721312,0.7678952138932025,183
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.8333333333333334,0.6970802919708029,0.8351801185712328,274
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.9,0.7268817204301076,0.9021180537439162,465
cifar10n_taskil__c10n_aggre__gate_loss__seed0,cifar10n_taskil,gate_loss,cifar10n:aggre,0.086,0,0.9666666666666667,0.8803320927569425,0.989039671632645,3493
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.5,0.5769230769230769,0.5175052636708969,78
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.5666666666666667,0.47701149425287354,0.5669611593087515,174
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.6333333333333333,0.5574712643678161,0.6332538741073389,174
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.7,0.558974358974359,0.7003289916576483,195
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.7666666666666666,0.6666666666666666,0.7653211574533801,231
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.8333333333333334,0.7,0.8364467050089981,330
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.9,0.6623655913978495,0.9036064253058484,465
cifar10n_taskil__c10n_aggre__gate_loss__seed1,cifar10n_taskil,gate_loss,cifar10n:aggre,0.09,1,0.9666666666666667,0.8699671935580078,0.9882711579541538,3353
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.5,0.5774647887323944,0.5186016030714545,71
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.5666666666666667,0.49411764705882355,0.5660166042692522,170
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.6333333333333333,0.5277777777777778,0.6305486119455761,180
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.7,0.558252427184466,0.7041971475175284,206
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.7666666666666666,0.5747663551401869,0.7682857326815061,214
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.8333333333333334,0.6291390728476821,0.8349424742704985,302
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.9,0.6355353075170843,0.9017018428696044,439
cifar10n_taskil__c10n_aggre__gate_loss__seed2,cifar10n_taskil,gate_loss,cifar10n:aggre,0.092,2,0.9666666666666667,0.8493270918665886,0.9891503899679189,3418
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.5,0.589041095890411,0.5179307297484516,73
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.5666666666666667,0.5308641975308642,0.5642224690060557,162
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.6333333333333333,0.593939393939394,0.6350534630544258,165
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.7,0.5454545454545454,0.701853673867505,198
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.7666666666666666,0.6331658291457286,0.7680887789582488,199
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.8333333333333334,0.6888111888111889,0.8349421778758923,286
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.9,0.6905829596412556,0.9060283501052001,446
cifar10n_taskil__c10n_aggre__gate_loss__seed3,cifar10n_taskil,gate_loss,cifar10n:aggre,0.089,3,0.9666666666666667,0.8775569000288101,0.9887501012863394,3471
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.03333333333333333,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.1,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.16666666666666669,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.23333333333333334,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.3,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.3666666666666667,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.43333333333333335,,,0
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.5,0.6,0.5181200750668844,75
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.5666666666666667,0.45569620253164556,0.5662670561784431,158
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.6333333333333333,0.45664739884393063,0.633804248592068,173
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.7,0.5927835051546392,0.7028783965356571,194
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.7666666666666666,0.5714285714285714,0.7660599731597579,238
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.8333333333333334,0.6206896551724138,0.8349651059200024,290
cifar10n_taskil__c10n_aggre__gate_loss__seed4,cifar10n_taskil,gate_loss,cifar10n:aggre,0.088,4,0.9,0.6796536796536796,0.9032007378417176,462
